Y	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23
1	mieszk. wynajemm	6587,91	3293,96	du¿e m.	gimnazjum	ogolne	20	2	13175,82	etat	du¿e m.	rodz. 2 os	26351,64	prywatny PL	micro	tak	tak	nie	tak	nie	nie	0	4
1	mieszk. wynajemm	7220,71	3610,36	œrednie m.	œrednie	prawnicze	32	12	14441,42	etat	œrednie m.	rodz. 1 os	28882,84	zagraniczny	micro	tak	nie	tak	tak	tak	tak	1	1
1	mieszk. wynajemm	7612,86	3806,43	ma³e m.	œrednie	biologiczne	32	14	15225,72	zlecenie 	du¿e m.	rodz. > 2 os.	30451,44	zagraniczny	ma³y	nie	tak	nie	nie	nie	tak	0	1
1	socjalne	7271,02	3635,51	ma³e m.	mgr	prawnicze	30	10	14542,04	etat	œrednie m.	rodz. 1 os	29084,08	prywatny PL	micro	nie	tak	nie	nie	tak	nie	2	3
1	mieszk. wynajemm	6871,48	3435,74	du¿e m.	gimnazjum	ogolne	18	2	13742,96	dzia³alnoœæ	œrednie m.	rodz. > 2 os.	27485,92	publiczny	ma³y	tak	tak	tak	nie	tak	nie	1	1
1	socjalne	7577,7	3788,85	du¿e m.	œrednie	prawnicze	26	9	15155,4	zlecenie 	œrednie m.	rodz. 1 os	30310,8	prywatny PL	œredni	nie	tak	nie	tak	nie	nie	1	1
1	dom wynajem	6459,7	3229,85	osiedle	gimnazjum	ogolne	35	19	12919,4	zlecenie 	ma³e m.	rodz. > 2 os.	25838,8	prywatny PL	ma³y	nie	tak	tak	tak	nie	tak	0	1
1	mieszk. w³.	7501,91	3750,96	œrednie m.	licencjat	prawnicze	26	10	15003,82	zlecenie 	œrednie m.	rodz. 2 os	30007,64	prywatny PL	œredni	nie	tak	nie	nie	nie	tak	0	1
1	mieszk. w³.	9256,89	4628,45	du¿e m.	œrednie	prawnicze	25	5	18513,78	dzia³alnoœæ	ma³e m.	rodz. 2 os	37027,56	zagraniczny	duzy	nie	nie	tak	tak	nie	tak	1	3
1	mieszk. wynajemm	6554,43	3277,22	osiedle	licencjat	ogolne	56	39	13108,86	etat	du¿e m.	rodz. 2 os	26217,72	prywatny PL	ma³y	tak	tak	nie	tak	tak	nie	0	1
1	dom wynajem	6267,51	3133,76	du¿e m.	licencjat	œci³e	36	18	12535,02	zlecenie 	œrednie m.	rodz. > 2 os.	25070,04	zagraniczny	œredni	nie	tak	tak	tak	tak	nie	2	1
1	mieszk. w³.	9030,64	4515,32	osiedle	gimnazjum	ogolne	38	19	18061,28	zlecenie 	du¿e m.	rodz. 1 os	36122,56	prywatny PL	œredni	nie	nie	nie	nie	nie	nie	1	1
1	mieszk. wynajemm	5657,47	2828,74	ma³e m.	gimnazjum	ogolne	39	22	11314,94	zlecenie 	ma³e m.	rodz. > 2 os.	22629,88	prywatny PL	ma³y	tak	tak	nie	nie	tak	nie	0	1
1	mieszk. wynajemm	7179,21	3589,61	ma³e m.	œrednie	ogolne	33	16	14358,42	etat	osiedle	rodz. 2 os	28716,84	zagraniczny	micro	nie	tak	tak	tak	tak	nie	3	5
1	dom wynajem	7454,11	3727,06	œrednie m.	œrednie	humanistyczne	23	7	14908,22	zlecenie 	œrednie m.	rodz. 1 os	29816,44	prywatny PL	œredni	tak	nie	nie	tak	nie	tak	2	1
1	mieszk. wynajemm	7486,33	3743,17	œrednie m.	mgr	humanistyczne	40	22	14972,66	etat	ma³e m.	rodz. 2 os	29945,32	prywatny PL	micro	nie	tak	nie	nie	tak	tak	2	1
1	socjalne	7059,32	3529,66	osiedle	licencjat	prawnicze	41	23	14118,64	etat	ma³e m.	rodz. > 2 os.	28237,28	publiczny	micro	nie	nie	nie	tak	tak	tak	3	3
1	mieszk. wynajemm	6512,06	3256,03	œrednie m.	œrednie	prawnicze	24	7	13024,12	zlecenie 	ma³e m.	rodz. 1 os	26048,24	zagraniczny	ma³y	tak	nie	tak	nie	tak	nie	0	1
1	dom	8106,04	4053,02	ma³e m.	œrednie	prawnicze	41	22	16212,08	etat	œrednie m.	rodz. 2 os	32424,16	zagraniczny	ma³y	nie	nie	nie	nie	nie	nie	0	1
1	socjalne	7478,21	3739,11	du¿e m.	mgr	biologiczne	22	5	14956,42	zlecenie 	ma³e m.	rodz. 2 os	29912,84	prywatny PL	duzy	tak	nie	nie	nie	nie	nie	2	4
1	dom	9070,41	4535,21	ma³e m.	licencjat	biologiczne	50	34	18140,82	dzia³alnoœæ	osiedle	rodz. 1 os	36281,64	prywatny PL	ma³y	nie	tak	tak	tak	nie	nie	1	1
1	dom wynajem	7383,87	3691,94	œrednie m.	œrednie	ogolne	49	30	14767,74	dzia³alnoœæ	du¿e m.	rodz. 2 os	29535,48	prywatny PL	ma³y	tak	tak	nie	nie	tak	tak	0	2
1	dom wynajem	7768,28	3884,14	ma³e m.	œrednie	prawnicze	18	0	15536,56	etat	du¿e m.	rodz. 1 os	31073,12	prywatny PL	duzy	nie	tak	tak	nie	nie	nie	3	1
1	mieszk. wynajemm	7755,12	3877,56	œrednie m.	licencjat	Ekonomiczne	28	12	15510,24	etat	œrednie m.	rodz. 1 os	31020,48	zagraniczny	micro	tak	nie	nie	tak	nie	nie	3	1
1	dom	8331,05	4165,53	ma³e m.	œrednie	prawnicze	22	4	16662,1	zlecenie 	du¿e m.	rodz. > 2 os.	33324,2	prywatny PL	ma³y	tak	nie	nie	nie	tak	tak	0	2
1	mieszk. w³.	8384,62	4192,31	du¿e m.	gimnazjum	ogolne	19	1	16769,24	etat	osiedle	rodz. > 2 os.	33538,48	prywatny PL	duzy	nie	nie	tak	tak	tak	nie	1	1
1	mieszk. w³.	8299,29	4149,65	œrednie m.	mgr	biologiczne	28	12	16598,58	zlecenie 	du¿e m.	rodz. 2 os	33197,16	prywatny PL	micro	nie	tak	tak	tak	nie	tak	2	1
1	mieszk. wynajemm	8041,31	4020,66	osiedle	œrednie	Ekonomiczne	57	37	16082,62	dzia³alnoœæ	du¿e m.	rodz. 2 os	32165,24	prywatny PL	micro	nie	tak	tak	tak	nie	tak	0	1
1	dom	9213	4606,5	osiedle	licencjat	prawnicze	19	0	18426	zlecenie 	du¿e m.	rodz. 2 os	36852	prywatny PL	duzy	nie	nie	tak	tak	nie	tak	1	1
1	mieszk. w³.	8463,14	4231,57	osiedle	licencjat	prawnicze	19	0	16926,28	etat	du¿e m.	rodz. > 2 os.	33852,56	prywatny PL	micro	tak	nie	nie	nie	nie	tak	2	1
1	mieszk. w³.	9773,54	4886,77	ma³e m.	œrednie	ogolne	38	20	19547,08	etat	du¿e m.	rodz. 2 os	39094,16	prywatny PL	œredni	nie	nie	nie	tak	tak	tak	1	1
1	socjalne	7913,32	3956,66	du¿e m.	œrednie	ogolne	44	24	15826,64	etat	osiedle	rodz. 1 os	31653,28	zagraniczny	œredni	nie	nie	nie	tak	tak	tak	4	1
1	mieszk. w³.	8759,22	4379,61	œrednie m.	mgr	ogolne	31	15	17518,44	zlecenie 	œrednie m.	rodz. > 2 os.	35036,88	prywatny PL	ma³y	nie	nie	tak	tak	tak	tak	2	1
1	dom wynajem	7987,65	3993,83	œrednie m.	œrednie	biologiczne	41	22	15975,3	zlecenie 	osiedle	rodz. > 2 os.	31950,6	zagraniczny	ma³y	nie	nie	tak	tak	tak	nie	1	3
1	dom wynajem	7442,91	3721,46	œrednie m.	œrednie	ogolne	23	3	14885,82	etat	du¿e m.	rodz. 1 os	29771,64	prywatny PL	micro	nie	tak	nie	tak	nie	nie	2	1
1	mieszk. wynajemm	5938,37	2969,19	œrednie m.	gimnazjum	ogolne	50	30	11876,74	dzia³alnoœæ	ma³e m.	rodz. 2 os	23753,48	prywatny PL	duzy	tak	tak	nie	tak	tak	nie	1	1
1	mieszk. w³.	8528,44	4264,22	ma³e m.	œrednie	prawnicze	37	20	17056,88	zlecenie 	osiedle	rodz. 2 os	34113,76	zagraniczny	œredni	nie	tak	tak	tak	tak	nie	2	1
1	socjalne	7534,75	3767,38	œrednie m.	œrednie	humanistyczne	32	13	15069,5	etat	œrednie m.	rodz. > 2 os.	30139	prywatny PL	micro	nie	nie	tak	tak	tak	nie	3	3
1	dom wynajem	8093,66	4046,83	ma³e m.	œrednie	œci³e	34	14	16187,32	zlecenie 	ma³e m.	rodz. 1 os	32374,64	prywatny PL	micro	nie	nie	nie	nie	tak	nie	2	1
1	socjalne	6847,29	3423,65	œrednie m.	œrednie	humanistyczne	35	16	13694,58	dzia³alnoœæ	osiedle	rodz. 1 os	27389,16	prywatny PL	œredni	nie	nie	nie	tak	nie	nie	0	1
1	dom	8166,42	4083,21	du¿e m.	mgr	biologiczne	56	36	16332,84	zlecenie 	du¿e m.	rodz. 1 os	32665,68	publiczny	ma³y	nie	nie	nie	tak	nie	tak	2	1
1	dom wynajem	7728,37	3864,19	du¿e m.	licencjat	ogolne	40	21	15456,74	etat	ma³e m.	rodz. > 2 os.	30913,48	zagraniczny	micro	nie	tak	nie	tak	nie	nie	1	1
1	dom wynajem	6810,88	3405,44	ma³e m.	gimnazjum	ogolne	34	18	13621,76	etat	ma³e m.	rodz. 2 os	27243,52	prywatny PL	ma³y	tak	tak	nie	nie	nie	tak	2	1
1	mieszk. wynajemm	6545,35	3272,68	du¿e m.	licencjat	ogolne	24	8	13090,7	zlecenie 	ma³e m.	rodz. 2 os	26181,4	publiczny	ma³y	nie	nie	nie	nie	tak	nie	0	1
1	mieszk. wynajemm	6968,89	3484,45	ma³e m.	œrednie	prawnicze	33	17	13937,78	dzia³alnoœæ	du¿e m.	rodz. 2 os	27875,56	zagraniczny	ma³y	nie	nie	nie	tak	tak	nie	2	1
1	dom wynajem	8079,24	4039,62	ma³e m.	licencjat	ogolne	36	16	16158,48	etat	du¿e m.	rodz. > 2 os.	32316,96	prywatny PL	ma³y	tak	nie	tak	tak	tak	tak	1	1
1	mieszk. wynajemm	8141,01	4070,51	ma³e m.	œrednie	humanistyczne	43	24	16282,02	zlecenie 	œrednie m.	rodz. 1 os	32564,04	prywatny PL	duzy	nie	nie	tak	tak	nie	tak	1	1
1	mieszk. wynajemm	7498,04	3749,02	œrednie m.	mgr	humanistyczne	31	13	14996,08	zlecenie 	œrednie m.	rodz. 1 os	29992,16	prywatny PL	micro	nie	nie	tak	nie	tak	tak	2	1
1	dom	7746,71	3873,36	du¿e m.	licencjat	prawnicze	39	20	15493,42	zlecenie 	œrednie m.	rodz. 2 os	30986,84	prywatny PL	micro	nie	nie	nie	nie	tak	nie	3	3
1	socjalne	6449,26	3224,63	œrednie m.	gimnazjum	ogolne	31	14	12898,52	etat	du¿e m.	rodz. 1 os	25797,04	zagraniczny	ma³y	tak	nie	tak	nie	nie	tak	1	1
1	dom wynajem	8110,97	4055,49	œrednie m.	œrednie	biologiczne	18	0	16221,94	zlecenie 	ma³e m.	rodz. 1 os	32443,88	prywatny PL	ma³y	nie	nie	tak	tak	tak	nie	3	4
1	socjalne	8074,15	4037,08	du¿e m.	œrednie	ogolne	43	27	16148,3	zlecenie 	œrednie m.	rodz. > 2 os.	32296,6	prywatny PL	œredni	nie	nie	nie	tak	nie	nie	1	1
1	mieszk. wynajemm	6743,67	3371,84	du¿e m.	œrednie	prawnicze	31	13	13487,34	zlecenie 	ma³e m.	rodz. 2 os	26974,68	prywatny PL	duzy	nie	nie	nie	nie	tak	nie	3	2
1	mieszk. wynajemm	8427,98	4213,99	ma³e m.	œrednie	humanistyczne	30	11	16855,96	zlecenie 	du¿e m.	rodz. 1 os	33711,92	prywatny PL	micro	nie	nie	tak	tak	nie	tak	4	2
1	mieszk. wynajemm	7601,5	3800,75	œrednie m.	œrednie	prawnicze	33	13	15203	zlecenie 	du¿e m.	rodz. > 2 os.	30406	prywatny PL	ma³y	tak	tak	nie	nie	nie	nie	1	5
1	dom wynajem	6806,05	3403,03	œrednie m.	œrednie	Ekonomiczne	39	23	13612,1	zlecenie 	du¿e m.	rodz. 2 os	27224,2	prywatny PL	ma³y	tak	nie	nie	tak	tak	nie	1	1
1	mieszk. w³.	8105,57	4052,79	osiedle	œrednie	ogolne	47	27	16211,14	dzia³alnoœæ	œrednie m.	rodz. 2 os	32422,28	prywatny PL	duzy	tak	nie	nie	tak	nie	nie	1	2
1	mieszk. wynajemm	6935,7	3467,85	ma³e m.	gimnazjum	ogolne	47	30	13871,4	zlecenie 	osiedle	rodz. 1 os	27742,8	zagraniczny	micro	nie	nie	nie	nie	nie	tak	3	1
1	dom	8370,26	4185,13	ma³e m.	gimnazjum	ogolne	21	4	16740,52	etat	ma³e m.	rodz. 1 os	33481,04	prywatny PL	duzy	tak	nie	nie	nie	tak	tak	0	1
1	mieszk. wynajemm	6864,74	3432,37	du¿e m.	gimnazjum	ogolne	26	8	13729,48	zlecenie 	osiedle	rodz. 2 os	27458,96	prywatny PL	ma³y	tak	tak	nie	tak	tak	tak	1	1
1	mieszk. wynajemm	8046,9	4023,45	du¿e m.	œrednie	prawnicze	43	27	16093,8	zlecenie 	osiedle	rodz. > 2 os.	32187,6	prywatny PL	ma³y	tak	tak	tak	tak	tak	tak	1	1
1	mieszk. w³.	8359,58	4179,79	œrednie m.	œrednie	humanistyczne	34	18	16719,16	zlecenie 	osiedle	rodz. 1 os	33438,32	zagraniczny	œredni	nie	tak	nie	tak	nie	nie	0	4
1	mieszk. wynajemm	8670,33	4335,17	du¿e m.	œrednie	ogolne	36	18	17340,66	etat	ma³e m.	rodz. 1 os	34681,32	zagraniczny	ma³y	nie	tak	nie	tak	tak	tak	1	1
1	socjalne	7821,26	3910,63	œrednie m.	œrednie	prawnicze	47	30	15642,52	zlecenie 	osiedle	rodz. 2 os	31285,04	prywatny PL	micro	nie	nie	tak	tak	tak	tak	2	1
1	mieszk. w³.	9035,25	4517,63	du¿e m.	œrednie	ogolne	18	2	18070,5	etat	du¿e m.	rodz. 1 os	36141	zagraniczny	micro	nie	nie	tak	nie	tak	tak	2	1
1	mieszk. wynajemm	7281,2	3640,6	œrednie m.	licencjat	prawnicze	23	4	14562,4	dzia³alnoœæ	œrednie m.	rodz. 1 os	29124,8	prywatny PL	micro	nie	tak	nie	tak	nie	tak	1	1
1	mieszk. w³.	8077,32	4038,66	du¿e m.	œrednie	prawnicze	40	22	16154,64	dzia³alnoœæ	ma³e m.	rodz. 1 os	32309,28	prywatny PL	micro	tak	nie	nie	tak	tak	tak	2	1
1	mieszk. w³.	8467,88	4233,94	ma³e m.	œrednie	ogolne	28	8	16935,76	zlecenie 	ma³e m.	rodz. 1 os	33871,52	zagraniczny	œredni	nie	tak	tak	tak	nie	tak	2	1
1	mieszk. w³.	9651,95	4825,98	osiedle	licencjat	œci³e	31	13	19303,9	zlecenie 	œrednie m.	rodz. > 2 os.	38607,8	publiczny	duzy	nie	tak	tak	tak	nie	nie	2	1
1	mieszk. wynajemm	7547,38	3773,69	ma³e m.	œrednie	biologiczne	35	16	15094,76	zlecenie 	du¿e m.	rodz. > 2 os.	30189,52	zagraniczny	œredni	nie	tak	nie	tak	nie	nie	3	4
1	mieszk. wynajemm	7488,36	3744,18	du¿e m.	œrednie	Ekonomiczne	37	21	14976,72	dzia³alnoœæ	du¿e m.	rodz. 1 os	29953,44	prywatny PL	ma³y	tak	tak	nie	tak	nie	nie	2	1
1	socjalne	6873,86	3436,93	œrednie m.	gimnazjum	ogolne	37	20	13747,72	etat	ma³e m.	rodz. > 2 os.	27495,44	prywatny PL	micro	nie	nie	tak	tak	nie	nie	1	1
1	mieszk. wynajemm	7399,35	3699,68	du¿e m.	mgr	humanistyczne	49	31	14798,7	zlecenie 	du¿e m.	rodz. > 2 os.	29597,4	zagraniczny	ma³y	tak	nie	tak	tak	nie	tak	2	1
1	mieszk. w³.	9112,97	4556,49	du¿e m.	œrednie	humanistyczne	47	31	18225,94	etat	ma³e m.	rodz. 2 os	36451,88	prywatny PL	ma³y	nie	nie	tak	nie	nie	tak	1	1
1	mieszk. w³.	9820,95	4910,48	du¿e m.	œrednie	prawnicze	18	0	19641,9	zlecenie 	osiedle	rodz. > 2 os.	39283,8	prywatny PL	ma³y	nie	tak	tak	nie	nie	nie	3	1
1	mieszk. wynajemm	7846,42	3923,21	du¿e m.	licencjat	humanistyczne	23	3	15692,84	etat	œrednie m.	rodz. 2 os	31385,68	zagraniczny	ma³y	nie	nie	nie	tak	nie	nie	1	1
1	mieszk. w³.	8710,62	4355,31	œrednie m.	œrednie	prawnicze	34	14	17421,24	zlecenie 	du¿e m.	rodz. > 2 os.	34842,48	prywatny PL	duzy	tak	nie	tak	tak	nie	nie	1	1
1	dom wynajem	8007,8	4003,9	ma³e m.	œrednie	humanistyczne	42	22	16015,6	dzia³alnoœæ	œrednie m.	rodz. 2 os	32031,2	zagraniczny	duzy	nie	tak	nie	tak	tak	nie	2	1
1	dom wynajem	6411,43	3205,72	ma³e m.	gimnazjum	ogolne	50	31	12822,86	zlecenie 	du¿e m.	rodz. > 2 os.	25645,72	prywatny PL	micro	nie	nie	tak	nie	tak	nie	1	3
1	mieszk. w³.	8436,94	4218,47	œrednie m.	licencjat	Ekonomiczne	44	24	16873,88	zlecenie 	ma³e m.	rodz. 1 os	33747,76	prywatny PL	œredni	nie	tak	nie	nie	nie	nie	0	5
1	mieszk. wynajemm	7151,06	3575,53	osiedle	œrednie	Ekonomiczne	24	7	14302,12	zlecenie 	ma³e m.	rodz. 2 os	28604,24	prywatny PL	duzy	tak	tak	tak	tak	tak	nie	1	1
1	dom wynajem	8134,91	4067,46	du¿e m.	gimnazjum	ogolne	33	14	16269,82	zlecenie 	du¿e m.	rodz. > 2 os.	32539,64	zagraniczny	micro	nie	tak	nie	tak	nie	tak	1	1
1	mieszk. w³.	9442,04	4721,02	du¿e m.	œrednie	Ekonomiczne	23	7	18884,08	etat	ma³e m.	rodz. 2 os	37768,16	prywatny PL	ma³y	tak	tak	tak	nie	nie	nie	2	1
1	dom wynajem	7308,28	3654,14	ma³e m.	œrednie	Ekonomiczne	43	27	14616,56	etat	ma³e m.	rodz. 2 os	29233,12	prywatny PL	duzy	nie	nie	nie	tak	tak	tak	2	1
1	mieszk. w³.	9730,49	4865,25	œrednie m.	œrednie	biologiczne	27	7	19460,98	zlecenie 	du¿e m.	rodz. > 2 os.	38921,96	prywatny PL	micro	nie	tak	nie	nie	tak	tak	1	1
1	mieszk. w³.	9095,1	4547,55	du¿e m.	licencjat	Ekonomiczne	18	0	18190,2	etat	œrednie m.	rodz. 1 os	36380,4	prywatny PL	duzy	nie	nie	nie	nie	tak	nie	2	2
1	dom wynajem	6950,76	3475,38	ma³e m.	gimnazjum	ogolne	35	15	13901,52	dzia³alnoœæ	œrednie m.	rodz. 2 os	27803,04	zagraniczny	duzy	tak	nie	nie	tak	nie	nie	4	1
1	dom	7203,92	3601,96	ma³e m.	gimnazjum	ogolne	40	20	14407,84	etat	du¿e m.	rodz. 1 os	28815,68	publiczny	micro	tak	nie	tak	tak	tak	tak	3	1
1	mieszk. w³.	10366,29	5183,15	œrednie m.	œrednie	Ekonomiczne	30	13	20732,58	etat	du¿e m.	rodz. 2 os	41465,16	prywatny PL	ma³y	nie	tak	tak	nie	nie	tak	1	1
1	mieszk. w³.	7481,6	3740,8	œrednie m.	gimnazjum	ogolne	42	26	14963,2	zlecenie 	du¿e m.	rodz. 1 os	29926,4	prywatny PL	ma³y	tak	nie	nie	nie	nie	tak	3	1
1	mieszk. wynajemm	6634,48	3317,24	du¿e m.	gimnazjum	ogolne	38	18	13268,96	zlecenie 	du¿e m.	rodz. 1 os	26537,92	publiczny	ma³y	tak	nie	nie	tak	nie	nie	2	1
1	mieszk. w³.	7472,91	3736,46	du¿e m.	œrednie	humanistyczne	35	19	14945,82	etat	du¿e m.	rodz. 2 os	29891,64	prywatny PL	ma³y	nie	tak	nie	tak	nie	tak	3	2
1	mieszk. wynajemm	6504,99	3252,5	du¿e m.	gimnazjum	ogolne	37	20	13009,98	zlecenie 	du¿e m.	rodz. 2 os	26019,96	prywatny PL	ma³y	nie	nie	nie	tak	tak	tak	3	1
1	dom wynajem	6591,52	3295,76	œrednie m.	gimnazjum	ogolne	43	23	13183,04	zlecenie 	œrednie m.	rodz. 1 os	26366,08	prywatny PL	ma³y	nie	nie	tak	nie	nie	nie	3	1
1	mieszk. w³.	9096,29	4548,15	ma³e m.	œrednie	ogolne	34	14	18192,58	dzia³alnoœæ	osiedle	rodz. 2 os	36385,16	prywatny PL	micro	tak	nie	nie	tak	nie	nie	1	1
1	dom wynajem	7787,16	3893,58	du¿e m.	œrednie	biologiczne	25	7	15574,32	zlecenie 	œrednie m.	rodz. 1 os	31148,64	prywatny PL	duzy	nie	tak	tak	nie	nie	tak	1	1
1	mieszk. wynajemm	8008,68	4004,34	osiedle	licencjat	ogolne	48	31	16017,36	zlecenie 	ma³e m.	rodz. 1 os	32034,72	prywatny PL	duzy	nie	nie	nie	tak	nie	nie	0	1
1	mieszk. wynajemm	6670,69	3335,35	du¿e m.	œrednie	techniczne	32	14	13341,38	zlecenie 	ma³e m.	rodz. 2 os	26682,76	zagraniczny	ma³y	tak	tak	nie	tak	tak	tak	2	1
1	dom wynajem	6865,02	3432,51	du¿e m.	œrednie	humanistyczne	18	2	13730,04	etat	œrednie m.	rodz. 1 os	27460,08	prywatny PL	ma³y	nie	nie	tak	nie	nie	tak	0	1
1	socjalne	8136,68	4068,34	du¿e m.	œrednie	œci³e	29	13	16273,36	etat	ma³e m.	rodz. 1 os	32546,72	prywatny PL	œredni	nie	tak	tak	tak	nie	tak	2	1
1	socjalne	8562,79	4281,4	osiedle	licencjat	Ekonomiczne	28	10	17125,58	etat	du¿e m.	rodz. 1 os	34251,16	prywatny PL	ma³y	tak	tak	nie	tak	nie	tak	2	1
1	mieszk. w³.	6463,08	3231,54	du¿e m.	gimnazjum	ogolne	35	19	12926,16	dzia³alnoœæ	du¿e m.	rodz. 2 os	25852,32	zagraniczny	micro	nie	nie	nie	tak	nie	nie	1	3
1	dom	9213,29	4606,65	ma³e m.	œrednie	humanistyczne	41	23	18426,58	etat	ma³e m.	rodz. > 2 os.	36853,16	prywatny PL	duzy	nie	nie	tak	nie	tak	tak	1	1
1	dom wynajem	7730,33	3865,17	osiedle	œrednie	ogolne	33	15	15460,66	etat	œrednie m.	rodz. 1 os	30921,32	prywatny PL	ma³y	nie	nie	tak	tak	nie	tak	3	1
1	mieszk. w³.	7894,91	3947,46	ma³e m.	œrednie	techniczne	33	15	15789,82	etat	ma³e m.	rodz. 2 os	31579,64	prywatny PL	duzy	nie	nie	tak	tak	tak	tak	1	1
1	socjalne	6602,42	3301,21	du¿e m.	gimnazjum	ogolne	41	23	13204,84	dzia³alnoœæ	du¿e m.	rodz. 1 os	26409,68	prywatny PL	duzy	nie	nie	nie	tak	tak	tak	1	2
1	mieszk. wynajemm	7009,84	3504,92	du¿e m.	œrednie	prawnicze	38	19	14019,68	zlecenie 	ma³e m.	rodz. 2 os	28039,36	zagraniczny	duzy	nie	nie	nie	nie	nie	nie	1	1
1	mieszk. w³.	10002,83	5001,42	œrednie m.	œrednie	prawnicze	28	8	20005,66	zlecenie 	osiedle	rodz. 1 os	40011,32	zagraniczny	micro	tak	nie	tak	tak	tak	tak	4	1
1	mieszk. w³.	8512,64	4256,32	œrednie m.	œrednie	ogolne	33	13	17025,28	etat	du¿e m.	rodz. 2 os	34050,56	prywatny PL	œredni	nie	nie	nie	nie	nie	nie	2	1
1	socjalne	6373,92	3186,96	du¿e m.	gimnazjum	ogolne	48	29	12747,84	etat	osiedle	rodz. > 2 os.	25495,68	prywatny PL	micro	nie	nie	nie	tak	tak	tak	1	4
1	mieszk. w³.	8726,81	4363,41	du¿e m.	gimnazjum	ogolne	37	20	17453,62	zlecenie 	ma³e m.	rodz. 1 os	34907,24	zagraniczny	œredni	nie	nie	tak	tak	tak	tak	1	1
1	dom wynajem	8189,88	4094,94	ma³e m.	mgr	prawnicze	19	0	16379,76	dzia³alnoœæ	ma³e m.	rodz. 2 os	32759,52	prywatny PL	duzy	tak	nie	tak	tak	tak	nie	0	1
1	mieszk. wynajemm	8117,4	4058,7	du¿e m.	licencjat	humanistyczne	53	35	16234,8	etat	ma³e m.	rodz. 1 os	32469,6	prywatny PL	duzy	tak	nie	tak	nie	tak	tak	1	1
0	dom	12508,32	10006,66	du¿e m.	mgr	œci³e	37	21	50033,28	etat	ma³e m.	rodz. 1 os	62541,6	publiczny	duzy	tak	tak	tak	nie	tak	nie	1	3
0	dom	10572,14	8457,71	osiedle	œrednie	techniczne	41	21	42288,56	etat	œrednie m.	rodz. 1 os	52860,7	publiczny	œredni	tak	nie	tak	nie	tak	tak	2	1
0	mieszk. w³.	12827,8	10262,24	œrednie m.	œrednie	ogolne	58	38	51311,2	etat	œrednie m.	rodz. > 2 os.	64139	zagraniczny	duzy	tak	nie	nie	tak	nie	tak	3	1
0	mieszk. wynajemm	9417,95	7534,36	osiedle	mgr	Ekonomiczne	53	36	37671,8	etat	osiedle	rodz. 2 os	47089,75	publiczny	œredni	tak	tak	nie	nie	tak	nie	2	1
0	mieszk. w³.	12722,8	10178,24	osiedle	licencjat	techniczne	55	37	50891,2	etat	osiedle	rodz. 1 os	63614	prywatny PL	duzy	nie	tak	tak	tak	nie	nie	2	1
0	dom	13687,9	10950,32	osiedle	mgr	prawnicze	52	32	54751,6	etat	ma³e m.	rodz. 1 os	68439,5	zagraniczny	duzy	tak	tak	nie	tak	nie	nie	3	1
0	dom	12772,49	10217,99	du¿e m.	licencjat	techniczne	45	27	51089,96	etat	œrednie m.	rodz. 2 os	63862,45	prywatny PL	œredni	tak	tak	tak	tak	nie	nie	1	1
0	dom	12055,66	9644,53	osiedle	licencjat	biologiczne	53	33	48222,64	etat	du¿e m.	rodz. 1 os	60278,3	prywatny PL	duzy	nie	tak	tak	nie	tak	nie	1	1
0	mieszk. w³.	12775,48	10220,38	osiedle	mgr	humanistyczne	28	12	51101,92	etat	du¿e m.	rodz. > 2 os.	63877,4	zagraniczny	duzy	tak	tak	tak	tak	tak	nie	3	1
0	mieszk. wynajemm	9777,71	7822,17	du¿e m.	licencjat	techniczne	37	18	39110,84	etat	osiedle	rodz. 1 os	48888,55	publiczny	duzy	tak	nie	nie	nie	nie	nie	2	2
0	dom	9293,16	7434,53	œrednie m.	licencjat	techniczne	54	35	37172,64	zlecenie 	du¿e m.	rodz. > 2 os.	46465,8	prywatny PL	duzy	nie	tak	tak	nie	nie	nie	1	1
0	dom wynajem	8830,44	7064,35	œrednie m.	mgr	humanistyczne	38	18	35321,76	etat	du¿e m.	rodz. 1 os	44152,2	prywatny PL	duzy	tak	nie	nie	nie	tak	nie	1	2
0	dom	11137,16	8909,73	ma³e m.	mgr	techniczne	56	38	44548,64	zlecenie 	osiedle	rodz. 1 os	55685,8	prywatny PL	duzy	tak	nie	tak	tak	tak	nie	1	2
0	mieszk. w³.	9356,58	7485,26	du¿e m.	licencjat	ogolne	61	43	37426,32	etat	œrednie m.	rodz. > 2 os.	46782,9	zagraniczny	micro	tak	tak	nie	tak	nie	nie	3	1
0	dom wynajem	9621,36	7697,09	osiedle	mgr	biologiczne	49	33	38485,44	etat	ma³e m.	rodz. 1 os	48106,8	prywatny PL	duzy	nie	tak	nie	nie	nie	nie	1	1
0	mieszk. w³.	10047,72	8038,18	du¿e m.	mgr	biologiczne	24	4	40190,88	zlecenie 	œrednie m.	rodz. > 2 os.	50238,6	zagraniczny	duzy	nie	nie	nie	tak	tak	nie	1	1
0	dom	9776,37	7821,1	osiedle	œrednie	œci³e	55	36	39105,48	etat	ma³e m.	rodz. > 2 os.	48881,85	zagraniczny	duzy	nie	tak	nie	tak	nie	tak	2	1
